episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_steps_trained_this_iter,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/bc_loss,info/learner/default_policy/learner_stats/accuracy,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/validation/cross_entropy
nan,nan,nan,nan,0,0,14500,14500,14500,False,0,1,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-29,1681276349,0.42212462425231934,0.42212462425231934,21552,DESKTOP-F4VQ8OS,127.0.0.1,0.42212462425231934,14500,1,[],[],392.13,36977.543,14500,14500,14500,14500,10.5,85.9,0.0,1.2719442660588,0.6013904185022027,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,29000,14500,29000,False,0,2,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-29,1681276349,0.42426085472106934,0.8463854789733887,21552,DESKTOP-F4VQ8OS,127.0.0.1,0.8463854789733887,29000,2,[],[],392.151,36975.542,29000,29000,29000,14500,6.4,86.0,0.0,1.1121970055386883,0.604487885462555,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,43500,14500,43500,False,0,3,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-30,1681276350,0.39122438430786133,1.23760986328125,21552,DESKTOP-F4VQ8OS,127.0.0.1,1.23760986328125,43500,3,[],[],382.509,37907.598,43500,43500,43500,14500,,,0.0,1.0529414097643108,0.6079448114932896,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,58000,14500,58000,False,0,4,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-30,1681276350,0.4050302505493164,1.6426401138305664,21552,DESKTOP-F4VQ8OS,127.0.0.1,1.6426401138305664,58000,4,[],[],379.634,38194.704,58000,58000,58000,14500,5.5,85.9,0.0,1.0190618970320613,0.612051823328245,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,72500,14500,72500,False,0,5,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-30,1681276350,0.4023294448852539,2.0449695587158203,21552,DESKTOP-F4VQ8OS,127.0.0.1,2.0449695587158203,72500,5,[],[],378.18,38341.562,72500,72500,72500,14500,,,0.0,0.9996399023459346,0.6093138154382748,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,87000,14500,87000,False,0,6,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-31,1681276351,0.3930509090423584,2.4380204677581787,21552,DESKTOP-F4VQ8OS,127.0.0.1,2.4380204677581787,87000,6,[],[],376.159,38547.579,87000,87000,87000,14500,4.7,85.9,0.0,0.981264110966401,0.6102927679007274,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,101500,14500,101500,False,0,7,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-31,1681276351,0.4080536365509033,2.846074104309082,21552,DESKTOP-F4VQ8OS,127.0.0.1,2.846074104309082,101500,7,[],[],376.714,38490.701,101500,101500,101500,14500,5.7,85.9,0.0,0.9675054694587438,0.6136043806958303,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,116000,14500,116000,False,0,8,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-32,1681276352,0.39807844161987305,3.244152545928955,21552,DESKTOP-F4VQ8OS,127.0.0.1,3.244152545928955,116000,8,[],[],375.885,38575.646,116000,116000,116000,14500,,,0.0,0.9593946203786371,0.6145145008217395,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,130500,14500,130500,False,0,9,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-32,1681276352,0.40700793266296387,3.651160478591919,21552,DESKTOP-F4VQ8OS,127.0.0.1,3.651160478591919,130500,9,[],[],376.121,38551.46,130500,130500,130500,14500,8.1,86.0,0.0,0.95036791284704,0.6172678047864972,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,145000,14500,145000,False,0,10,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-32,1681276352,0.4031500816345215,4.05431056022644,21552,DESKTOP-F4VQ8OS,127.0.0.1,4.05431056022644,145000,10,[],[],376.024,38561.399,145000,145000,145000,14500,,,0.0,0.9449437236995949,0.6169924743900215,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,159500,14500,159500,False,0,11,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-33,1681276353,0.40876102447509766,4.463071584701538,21552,DESKTOP-F4VQ8OS,127.0.0.1,4.463071584701538,159500,11,[],[],374.886,38678.419,159500,159500,159500,14500,4.9,86.0,0.0,0.9379050857695189,0.6167171439935457,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,174000,14500,174000,False,0,12,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-33,1681276353,0.39839696884155273,4.861468553543091,21552,DESKTOP-F4VQ8OS,127.0.0.1,4.861468553543091,174000,12,[],[],372.604,38915.316,174000,174000,174000,14500,,,0.0,0.9341870514831879,0.6197304820174162,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,188500,14500,188500,False,0,13,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-34,1681276354,0.3792126178741455,5.240681171417236,21552,DESKTOP-F4VQ8OS,127.0.0.1,5.240681171417236,188500,13,[],[],371.694,39010.617,188500,188500,188500,14500,6.7,85.9,0.0,0.929058627410082,0.6161817792753816,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,203000,14500,203000,False,0,14,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-34,1681276354,0.42082834243774414,5.6615095138549805,21552,DESKTOP-F4VQ8OS,127.0.0.1,5.6615095138549805,203000,14,[],[],372.194,38958.207,203000,203000,203000,14500,5.2,85.9,0.0,0.9251882706969845,0.6216042585309907,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,217500,14500,217500,False,0,15,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-34,1681276354,0.4010477066040039,6.062557220458984,21552,DESKTOP-F4VQ8OS,127.0.0.1,6.062557220458984,217500,15,[],[],372.164,38961.295,217500,217500,217500,14500,,,0.0,0.9220603785850928,0.6183920704845814,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,232000,14500,232000,False,0,16,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-35,1681276355,0.40352439880371094,6.466081619262695,21552,DESKTOP-F4VQ8OS,127.0.0.1,6.466081619262695,232000,16,[],[],373.103,38863.298,232000,232000,232000,14500,4.0,86.0,0.0,0.9178690821063676,0.6215736661188402,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,246500,14500,246500,False,0,17,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-35,1681276355,0.40251994132995605,6.868601560592651,21552,DESKTOP-F4VQ8OS,127.0.0.1,6.868601560592651,246500,17,[],[],372.348,38942.08,246500,246500,246500,14500,,,0.0,0.912618832703729,0.6235392193437148,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,261000,14500,261000,False,0,18,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-36,1681276356,0.3823535442352295,7.250955104827881,21552,DESKTOP-F4VQ8OS,127.0.0.1,7.250955104827881,261000,18,[],[],370.775,39107.252,261000,261000,261000,14500,4.3,86.0,0.0,0.9129583310450752,0.6211377264119455,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,275500,14500,275500,False,0,19,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-36,1681276356,0.406996488571167,7.657951593399048,21552,DESKTOP-F4VQ8OS,127.0.0.1,7.657951593399048,275500,19,[],[],370.775,39107.31,275500,275500,275500,14500,,,0.0,0.9091928485731722,0.6214130568084213,0.0010000000000000005,nan
nan,nan,nan,nan,0,0,290000,14500,290000,False,0,20,default,9b3367b69bc942b380633ba378b89898,2023-04-11_22-12-36,1681276356,0.40425753593444824,8.062209129333496,21552,DESKTOP-F4VQ8OS,127.0.0.1,8.062209129333496,290000,20,[],[],370.385,39148.413,290000,290000,290000,14500,5.3,86.0,0.0,0.9053965547011287,0.6257112701033706,0.0010000000000000005,nan
